Respondent_Serial,NPS2
220254,Great company and great claims service
207757,Great company and great price
189449,"great company to deal with good prices, very relaible rates"
192145,"great company to do business with, never had a problem and everyone is always so very nice"
201508,Great company with great people.
215337,great company with great rates and service
212728,"great company, but their digital presence is about a decade behind"
217534,"great company, financially strong, lower rates, ease of doing business"
256281,"Great company, like the agent"
244986,"great company, no problems, great rates"
249204,"Great company, very responsive!"
224392,Great company.  Great rates
221595,Great coverage
259844,Great coverage and reasonable rates.
275717,Great coverage at a fair price
283248,great coverage for a good price
246706,"great coverage, great price"
296192,great custmer service and competetive pricing
285812,Great customer experiance
198971,Great customer serice and great prices
272721,great customer serivce
211444,Great Customer Serivce. I like my agent a lot.
185681,Great Customer Service
188877,Great customer service
189991,great customer service
195645,great customer service
196338,Great customer service
196388,great customer service
197884,Great customer service
198219,great customer service
200034,Great customer service
201165,Great customer service
202404,Great customer service
204351,great customer service
207815,great customer service
209248,great customer service
209710,GREAT CUSTOMER SERVICE
211875,great customer service
213681,great customer service
232248,Great Customer Service
242116,Great customer service
246166,Great customer service
249122,great customer service
265558,great customer service
269876,great customer service
276880,Great customer service
285209,Great customer service
295107,great customer service
297119,Great customer service
272099,great customer service  best deal on insurance
200051,Great customer service and affordable rates.
197868,Great customer service and amazing rates for friends/families of United States military.
216849,Great customer service and competitive pricing
199134,Great customer service and experience with this insurer
210766,great customer service and good rates
205139,Great customer service and great coverage
214552,Great customer service and great prices
198904,Great customer service and great rates!
249314,Great customer service and prices
274340,Great customer service and prices!
285268,Great customer service and pricing but I have not been with them long enough to give a higher rating.
280072,GREAT CUSTOMER SERVICE AND QUICK TO RESPOND TO CUSTOMERS
192644,Great customer service and rates
205570,Great customer service and rates
276285,"Great customer service for the most part, but have been disappointed more was not covered in my home claim and my last roadside assistance request got complicated."
276526,Great customer service with my current agent.
209082,great customer service with out representative
204691,"Great customer service
Easy to make changes to policy
Safe driving bonus"
186123,"Great customer service, attentive agent who keeps in touch regularly, rates stay consistent and feel fully protected should I have an
Accident with my vehicle or at home emergency."
189620,"Great customer service, but they have complicated criteria for their selection"
276149,"Great customer service, good price"
246143,"Great customer service, it's nice having an agent in Town now that our insurance is more complicated (ie own a boat, home and two cars),"
254592,"Great customer service, low cost"
197098,"great customer service, policy and costs are well explained"
188702,"great customer service, pricing options, custom payment schedules"
188740,Great customer service.
204728,great customer service.
206196,Great customer service.
242487,Great customer service.
209737,Great customer service. Attentive to all my needs.
248933,Great customer service. Easy to start up.
216010,Great customer service. Low rates. Complete coverage.
278612,great customer service. No quibbling over coverage
208486,Great customer service. Prompt resolution of questions. Fair quotes.
202646,Great customer service. Unbeatable.
276943,Great customer service.. good prices.. helpful dependable..
213863,GREAT CUSTOMER SRVICE
275945,GREAT DISCOUNTS
216695,Great everything!
296257,Great experience
231384,Great experience so far
216648,Great experience with local agent.
214937,Great experience with MetLife. No issues that come to mind in my time using them.
188480,Great experience with my most recent auto claim
193182,great insurance
293861,"great insurance company
service is great"
189523,Great local agent and highly competitive pricing
192342,great local service
264248,great low price
197248,Great overall Service
206679,Great people
199068,Great people and services
196933,great policy service
295150,Great premiums and excellent customer service.
204088,Great price
216728,great price
250530,great price and comes with road side service
244328,great price and easy to purchase online
196910,Great price and sevice
192923,Great price but coverage for homeowners insurance not as good a two previous insurers
283786,Great price for premiums
280182,"great price, coverage and service"
202104,GREAT PRICES
203013,Great prices
218571,great prices
245987,great prices
285677,Great prices
286889,great prices
289454,great prices
193111,Great prices along with customer service.
211814,great prices and excellent customer service
204385,Great prices and great customer service
249341,Great prices and service.
258037,Great prices for excellent coverage
219178,Great prices for homeowners and car insurance. They have great customer service too
297258,Great prices for the service and easy to pick what you want
203851,Great prices great service
190209,"great prices, coverage and customer service"
195948,"Great prices, easy to use, electronic insurance card"
220458,"Great prices, great coverage"
191643,"great prices, great customer service"
187805,"Great prices, great customer service. Great coverage"
295349,"Great prices, great service, good policy benefits, great customer service, very nice people to work with"
206153,Great pricing and easy to do business with
207447,Great pricing and service
213045,Great pricing easy app on line to apply and pay.
186346,Great Pricing.
256138,"great prompt service, great auto body facility (rocky's), that fixed car in timely fashion, all very professional staff at during all encounters"
277185,great quality
298023,Great quote and customer service
275365,Great rate
216587,"great rate, solid service"
190608,great rates
198729,Great rates
204024,great rates
204140,Great rates
213644,great rates
245894,Great rates
248746,Great rates
283292,GREAT RATES
284707,great rates
297976,Great rates
278655,Great rates and accident forgiveness
190791,Great rates and customer service
203337,Great rates and customer service.
190904,Great rates and good customer service
247548,Great rates and great service from my local agent.
295619,Great rates and great to deal with!
277129,Great rates and outstanding customer service
202484,Great rates and service
193454,Great Rates and service.
260658,"great rates
great service"
189172,"great rates, better coverage"
225820,"Great rates, consistent renewals, and accessible customer service"
208343,"Great rates, coverage and service"
295561,"Great rates, excellent customer service"
217521,"Great rates, good coverage"
293247,"Great rates, reputablr company"
197801,Great rates.
277447,GREAT REPUTATION OF AAA
188225,Great service
188748,great service
190480,Great service
190939,great service
196490,Great service
200885,Great service
201037,great service
204692,Great service
205186,Great Service
210598,great service
212459,great service
216652,great service
219229,great service
237930,Great service
265329,Great Service
268170,great service
271978,Great service
281132,GREAT SERVICE
276119,Great Service all the time
202745,Great service and agent
188127,Great service and competitive rates
202038,great service and good prices
206659,Great service and good rates
199858,Great service and great power
192099,Great service and lower rates than comparable companies.
229735,Great service and lowest rates
241839,great service and prices
249073,Great service and pricing
276455,Great service and quality offerings
191736,Great service and rates
247078,great service and rates
259864,great service and reasonable prices
201645,Great service and reasonable rates
202870,Great service and speedy contact
187551,great service at a good price
204902,great service competitive rates
201757,"Great service from my agent and the prices are reasonable, not the best but reasonable."
280139,Great Service from the agent
279984,great service great prices
249062,Great service so far with fair rates.
196820,Great service with a reasonable price
200921,"great service, always there and friendly"
204624,"Great service, both Customer Service and Claims.  Good rates, solid financial company."
272320,"Great service, cheapest price"
190765,"Great service, fairly low rates."
221557,"Great service, friend of family"
220829,"Great service, good price.  Have recommended already"
186340,"great service, good rates, trust their products"
209809,"Great service, helpful agent, great rates, strong company"
218179,"great service, low rates"
189818,"great service, no problems"
218242,"Great service, not problems when filing a claim.  Prices are reasonable"
205307,"great service, price"
221500,"great service, rates are very competitive, claims are usually handled quickly"
241009,Great service.
200987,"Great service.  my agent asked me the right questions to offer me a few different options for my needs.  fully educated me on the differences and helped me select the right options for my coverage.  he did not 'sell' me on anything, but made sure i understood the policies."
217940,Great service. Great price.
197258,Great service; good coverages
194587,Great servies
197803,Great sevice. Great prices and perks.
203404,great special packages
244833,great to deal with
186567,Great value
295080,"Great, quick customer service"
202720,greatt
261119,greg
220861,Gunhi
238554,had  them previously on my prior auto
194234,Had a great experience working with them
281611,"had Am Fam for home prior and got via the WEB ... I then received a brochure in the mail and found an Am Fam office local to me ... and there, I discussed my issues and they came up with a BETTER Quote on my Home Owners ... then I moved my auto with them as well .."
221413,Had good service & the rates are reasonable
269509,Had good service with them for years.
191719,had no bad experence
215504,Had no issues so far
278747,Had no problem with them.
285919,had no problems
219662,had poor experience with customer service
186604,Had the best rate for auto insurance last time we shopped around
188629,had them a long time
296906,Had very competitive rates and were easy to deal with by phone
208399,Hapoy with the service they provide .
218508,happy with it
262662,happy with rate and insurance company rarting
264888,happy with the price and service
212178,Happy with the speed and ease of the claims process but unhappy with the rate increases. Did not feel like I was alerted of the increases and they were not explained to me.
252124,Happy with them
222104,Hard to say since I haven't had to make any claims with them.
191698,"Hartford is a good insurance but they do not have compassion for Seniors on a fixed income that fall behind they drop you
when you began to experience a bit of hard times you'd think since they are hooked up with AARP that they would offer a
reduction plan til one is able to get back on track but they don't"
190662,Has been a great insurance thus far.
243270,has Chinese translater
255981,Have a good past experience
199860,Have always had great service with Auto Owners.
200961,Have always responded to claims quickly
210991,Have been a loyal customer for 2 years
210511,Have been easy to work with. Pricing is reasonable.
190229,Have been fair and processed our claim quickly
255872,have been satisfied with them
244815,Have been very satisfied with them.
216230,Have been with Safeco less than 1 year.
186263,Have concerns over my home survey from when I changed carriers.
259728,Have experienced no problems with Nationwide
207888,Have good relationship with them.. Always helpful.  Premiums are competitive.
185773,"Have had a good experience so far with Travelers, but have not submitted a claim"
263136,Have had a good experience with Farmers so far and rates are good
231005,Have had a long standing and always positive experience with them
195545,have had a very good relationship with farmers
276793,Have had good customer service
187975,Have had good experience so far.  Agents available and quick to respond to questions
235806,Have had good interactions with them so far.
246137,Have had limited experience with them
275601,Have had Met Life for a few years and happy with them.
276779,Have had no problems with a claim and rates seem reasonable.
193901,Have had no problems with Safeco at all and very pleased with the agent that we have locally.
202264,HAVE HAD NO PROBLEMS WITH THIS COMPANY
186774,Have had very little interaction with them
229613,"have herd good things about them from others, Im a current customer,"
194332,"HAVE LOWER RATES, AND SO FAR VERY GOOD CUSTOMER SERVICE"
205163,Have never had a problem with them and find them to be reasonable with customized bundled services
202891,Have never had an issue with AAA. They are always prompt and very helpful!
247455,Have never had any issues. I've had increases to my auto and home insurance premiums but it was never that much.
213248,Have no experience in claims with Travelers
202998,Have no problems.
218356,Have not been with Farmers long enough to really recommend them.
210546,Have not been with them long and don't have much to recommend or not at this point.
278491,have not been with them very long.
207328,"Have not had a claim, so have no experience from which to judge"
208640,Have not had any problems with Progressive
212350,Have not had any problems with their service
190666,"Have not had GEICO for long, so unsure if I would recommend them yet."
187629,"Have not had insurance long enough to really rate this, but in past I worked for an agency that sold Auto-Owners and it was one of the better companies that we did business with. So my opinion is not thrown out         it has been over 40 years since I worked for this agency."
280059,"Have not had much interaction, no positive or negative thoughts.  Good rate when combined with homeowners/car insurance."
280595,have not had Safeco long enough to determine
196135,"Have not had to file any claims with them so billing, coverage issues are all I have to go on."
190074,"have not have any claims but my agent says that they are very good
have talked to them about my new car and they were very helpful"
190351,Have only been with them for a short time.  So far I'm pleased with how the relationship is going
201461,have only been with travelers for approx. 4 mos
252049,"have only had company for short time, but they seem good"
221685,"have only had experience for six months, but reputation is excellent"
207699,Have only had them for 4 months
209409,Have only used them for less than 6 months so have not really had any issues.
227986,"Have received good customer service, the price is alright, and they don't seem like they will totally screw me if I do actually have to submit a claim"
196133,have the same coverage as with State Farm at a substantially lower premium
201790,"Haven't any reason to not recommend or for that matter anything amazing that I should give it a 10, I pay every month and I'm good my opinion could change if I ever make a claim"
254423,Haven't been a customer for very long so not sure how I feel about them yet.
296846,Haven't been insured with them long enough to see how they handle issues.
258705,HAVEN'T BEEN TREATED LIKE AN UNIQUE HUMAN BEING -- I'M JUST AN ALGORITHM
194908,Haven't been with Erie long enough
276873,Havent been with the company that long
204039,Haven't been with them for that long. Need more time
198894,haven't been with them for too long to make an educated opinion
222968,Haven't been with them long enough to assess
297603,havent been with them long enough to know if i would recommend or not
202545,Haven't been with them long enough to make a recommendation or not
190468,Haven't had a problem with it!
215956,haven't had a real issues to determine how great they are.
223107,Haven't had any issues with them so I would let someone I know looking for auto insurance know of my personal experience with them.
203641,havent had it long enough to say more
199225,Haven't had that much experience with them yet.
278822,haven't had the insurance long enough
205965,Havent had them long
188262,havent had them long enough to have a complete opinion
278711,"Haven't had to contact but the one time I did it was roadside assistance and couldn't get ahold of anyone. Not sure if they are the best company, but the rate was pretty competitive"
215139,"Haven't had to file a claim, but rate is great and when I have called with questions the customer service has been very good."
191777,haven't had to use it
259803,Haven't had to use them.
244231,"Haven't really had much contact with them, but rates went up."
295735,Having had any problems
199451,"he tenido muy buena experiencia con ella, su atencion  y sus planes satisfacen mis necesidades"
279949,Helpful rep
188149,"helpful, courteous, good rates and will work with you"
298211,high premium
189456,HIGH PREMIUMS
208157,high rates
222826,his great reputation
209858,hjktkyutyuk
185943,hjvjhm
257060,home insurance settlement was a drag
215466,Honestly I haven't really needed them yet so its hard to say. It was a decent price thats why I switched
188746,"Honestly, I've only had Nationwide for about a month so I can't give an unbiased legitimate opinion."
213476,Honesty
193918,hood history
276576,horrible customer service
283227,how I fee;
256088,how I feel about it
212080,"How simple it is, and it helps for travel overseas"
195206,"I  haven't filed a claim but if I ever had to, I wonder if it would cover it. And also it seems that my insurance keeps going up each month and not dropping down, I think if you go so many months without filing a claim that it should go down."
281775,i  love  my  auto  and home owner  insurance  they are  excellent  support  and  work  is wonderful
187674,I actually recommended it to a person this week
191335,I always enjoy taking surveys.
200166,"I always had a good experience with them, there rates are lower than most of the others, and I can always reach a representative."
201489,I always think insurance can be cheaper.  I filed a claim and my rate went up.
199914,I am  happy  with  nationwide  they  are so  easy  to work  with  and  are  there  for  me  when  I  need  them
221299,I am a bit disappointed that my rate was raised upon renewal without a given reason. I had to phone them myself and ask why. I feel the reason for raising a rate on your client should be detailed in the renewal notice.
210559,I am a current customer
191295,I am a middle of the road person when it comes to referals as someone has to be actually looking for something and mention it even if in a casual conversation otherwise I do not refer anything.
228798,I am a satisfied customer and they are easy to do business with.
205098,I am an AARP member and I called them when I bought a new car.  Their quote was excellent to the company I had been with for over 47 years.  It was also better then other quotes I had received.  Their customer service was of great help and they had kept my initial inquiry on file upon my return call to them.
187086,I am an extremely satisfied customer
257380,"I am fairly new with this insurance, we selected it because the cost of our previous insurance had gone up. Neutral."
214482,"I am happy enough with them, however, I have never had to file a claim.  I can't fully recommend them without have personal knowledge of how they handle claims."
212723,I am happy with Liberty Mutual.
276398,I am happy with my insurance coverage
276456,"I am happy with Safeco, cut never recommend to others.  They must choose for themselves based on their needs and budget."
268144,I am happy with the service provided by AAA along with great price.
283276,I am happy with the services.
276998,i am happy with them
190823,I am just not much of a recommender unless you blow me out of the water with excellence.  My current Insurance Company has not.
211465,I am not completely happy with my rates
206987,I am not emotionally tied to AllState.
207967,I am not in the habit of recommending insurance.
201286,I am not sure they do anything unusual that would want me to recommend them to a friend or relative.  Their services are standard.
297631,I am now paying less than half of what I was paying with my previous insurer.
186497,I am pleased with progressive so far
247909,I am satisfied with my coverage
241792,I am satisfied with their coverage.
188729,I am satisfied with them but have only been using them for less than one year. I have not had any claims or service issues.
186615,I am somewhat satisfied with my price at progressive
185660,I am still new with them and have some things to work out before I commit fully
251105,I am still waiting for a copy of my policy since I have requested it twice.
189789,I am too new with them. Would like to give it some time before I can recommend them to anyone
278467,I am undecided.
217221,I am very satisfied with my insurance company. They are and have always been there for me when I needed them.
210775,"I am very satisfied with the service  and price , I have no complains at all"
249228,I appreciate the low rates
258994,I believe
187741,i believe i should recommend it if it is good
223991,"I believe that it is a private matter, however if I was ask I would let them know who my Insurer is."
295250,I believe we are paying too much for what we are getting.
254441,"I cannot give full points because we have only just signed up with this insurer, but their coverage seems broad, fair, and the rates reasonable."
295874,"I can't give a 10 because I have not had insurance w/Amica long enough to have tested its claims and service.  The premiums are higher than Auto Owners but I have heard that customers have been very pleased and stay with Amica, so I am hopeful that paying more give better service and more concern about the policy holder's possessions."
296109,I chose it through an insurance broker near my house.
210250,I cut the cost of my auto insurance in half. Nationwide had extremely high increases every year in spite of the fact that I had no claims except the windshield crack in all of the years I had insurance with Nationwide - both auto and renters insurance. When I bought a home I went shopping for insurance!
224203,I didn't give them the highest rating because I'm very new to this company and I do not really know how good they will be if there is a problem
296842,I didn't need new auto insurance quotes.
214934,I do not make recommendations since I use logic and at lease 50% of the populace does not.
295612,I do not normally recommend anything to my friends and family
192137,I DO NOT RECOMMEND ANYTHING TO ANYONE
190082,I do not recommend products or services.
236699,I do not recommend things.
201735,"I do not usually recommend     something like insurance 
 unless asked"
187905,I don't butt in unless asked.
220557,i don't discuss insurance with friends
280107,I don't do recommendations
186855,I don't feel like they work as hard as they could to investigate auto claims.
232523,"i don't find them to be anything special, the rates aren't super low and i haven't filed any claims with them."
199995,I don't generally recommend insurance companies
214257,I don't generally volunteer recommendations like this.
186685,I don't give a shit
228983,I don't have a personal agent. The last claims process was very good. The claims person didn't provide updates and didn't return calls promptly.
215327,I don't have an opinion yet as I have only been with the company since June 2016
296913,"I don't have any complaints, but I also don't have any compliments."
204125,I don't have to expeeience with allstate
224688,I don't interact with the company enough
207727,I don't know yet. I just started with them 2 weeks ago.
194569,I dont like insurance they are over oaid for the service they give
186360,I don't like to recommend ins co. I prefer people pick their co based on their invest
214677,"I don't love or hate it, it just gets the job done."
208630,"I don't make financial implication recommendations, although I do enjoy my relationship with progressive"
217788,I don't make recomendations
216536,I don't make recommendations
202136,"I don't make recommendations about insurance companies.  I tell people who I have and my experience with them, but I don't make recommendations."
201335,I don't make recommendations about insurance.
281144,"i dont normally make recommendations but if I were to  i'd be willing to recommend safeco.  haven't had any experience with claims, etc, but their concern for me as a cusatomer and their customer service has been really good"
188206,I don't normally reccommend
213770,I don't normally recommend insurance to my friends
200950,I don't really give out insurance advice but if asked I would tell who we are with.
253218,I dont really know
209556,I don't really recommend things
201499,I don't recommend
244293,I don't recommend
200396,i dont recommend anything
186032,I don't recommend anything to anybody without being compensated for it.
189268,I don't recommend anything to my friends o family.
239291,I don't recommend financial services to any other person.
208150,"I don't recommend insurance companies, and this one is too expensive"
283165,I don't recommend insurance products
196429,I don't recommend products to my friends and family.
188685,I don't recommend things
205732,I don't recommend things to others unless they are persistent.
263106,I don't recommend usually
275428,I don't recommend.
209979,"I don't see anybody asking me about my recommendation regarding insurance in the near future, but the insurance I've received has been very good."
221240,i dont talk about insurance
278126,I don't typically recommend insurance companies
286265,I don't usually make recommendations of this type to friends or relatives.
261781,I don't usually recommend things to anybody.
225777,I doubt that Farmers is any better or worse than other insurance companies.
207737,i enjoy this company it is easy to get insurance that i neeed
265706,I enjoy using a company from my hometown growing up. I feel a connection to that community.
191127,I feel each individual should choose whatevet they feel they migjt need.
200951,I feel they are reliable and easy to work and talk with.
207397,I feel they have the best prices
204683,I felt comfortable and there rates were really good
189516,"i found it on my own, get off your ass and do the same."
295058,I found my insurance a whole cheaper then any other insurance
276476,I found the Farmers insurance priced way above another company!!
276200,"I get a different answer every time I call to discuss price. I also feel like I have to sacrifice. When i redid my policy, the woman I worked with ""forgot"" to change my policy after we talked on the phone for 20 minutes about it. Come to find this out when I get my first bill"
249373,i get excellent coverage at a competitive price
264071,i GO WITH THEM FOR THE PURPOSES OF CONVIENCE
233114,I got a great rate
222047,I had a decent experience with them when I had a claim.
188632,I had a DWI and my current insurance was the least expensive option
196781,I had a very easy time changing my insurance with them and they were very attentive to my needs. The prices were great and the benefits of having the yearly membership are good to have.
188717,I had excellent customer service after my accident in 2014. They were extremely prompt and thorough and we had our settlement money within 2 weeks which helped a lot. They covered medical expenses for myself and my husband.
230027,"I had Farmers previously and found them to be informative, helpful and timely."
187131,I had no major problem with this insurance
188545,I had no problems with Donegal. I only changed insurance because I needed farm coverage and my agent was going to write an additional policy that cost too much.
215482,I had questions regarding the most recent claim I filed but didn't receive much guidance. I also asked for home insurance information and had follow up questions but never received a response from the agent I talked to.
187301,"I had State Farm a long time ago and they were very nice to me.  I had an excellent agent.  My sister and brother-in-law have State Farm, and I get a discount on my auto insurance because of them.  That is why I changed to State Farm.  I also love my new agent, Mary Ann Koval.  My girlfriend has her for her home and auto insurance and she loves Ms. Koval, too."
282061,i hate having to put a zubie thing in my car.  I did it last year and passed with flying colors and yet they wanted me to do it again this year -- AND they raised my rates.  Not really happy but they are still cheapest.  but not happy.
213278,i hate their tv commercials
297356,I have a discount through my Costco membership. I feel that their customer service is excellent and I am confident in what I am paying for.
217497,I have a great agent
205693,I have a very good relationship with my insurance agent. I know he will work with and for me so I would recommend him.
196090,I have AARP Hartford which is less expensive and because of the clout of AARP I believe I get better service.
241880,I have always good service from them.
205366,I have been a customer for years and have never had a bad experience with 21st .
199921,"I have been a long time customer. My questions, concerns, and changes have always been addressed reasonably. Calls are always returned. The claim process is easy. Customer service is exemplary. The rates are very good. Quotes I have obtained for the same coverage from other companies have not been able to beat the rates I am getting from Erie."
200362,"I have been an Allstate customer for many years, and I have been well pleased with the service we have received on numerous significant claims.   Allstate has always handled my claims (both auto and residential) quickly, efficient and with minimal problems from my perspective."
204268,"I have been happy with my coverage and rates, but I have never had to file a claim, so I can't comment on this process with this insurer"
200407,"I have been involved with USAA for over 42 years, and have never had a problem with them.  I briefly switched auto insurance to GEICO because of lower premiums, but then realized that it was actually less expensive to stay with USAA because of the very generous rebates they give after 40 years of enrollment."
196182,"I have been mostly happy with Liberty Mutual. The few times I've had to contact them, I've had my questions resolved in a very efficient manner. However the annual premium increases indicate that they use the assumption of inertia to take advantage of their existing customers."
186422,"I have been mostly satisfied with Progressive, but do not usually recommend insurance companies to others."
186407,I have been offered a significant savings over what I previously had for insurance coverage.
283141,I have been pleased with my service/
197283,I have been very pleased with Esurance. Their rates are the lowest I've found.
200511,I have been with the Hartford you a long time and they are the only ones to offer the best price for auto insurance for me and my husband
216254,I have been with them awhile now and have yet to run into an issue.  I can say my friends have less expensive insurance than I but I woudl rather pay alittle more and know I am covered than pay less and be worried at a stressful time.
276224,I have been with them for 7 years
187088,i have called around and THEY ARE THE CHEAPEST
187484,I have enjoyed the service from Farmers
278856,"I have fostered a great relationship with my Agent and their firm.  Even though their office is over 3 hours away from my home, I know that they will be available and accountable."
290433,I have found them easy to work with and they have good coverage for a reasonable price. I did not give them a 10 only because I have never filed a claim with them and do not know how they perform in that situation.
204954,i have found them to be very helpful
203942,I have had a good experience dealing with Farmers so far.
189336,I HAVE HAD A GOOD EXPERIENCE SO FAR
210052,I have had a good experience with AAA so far.
202428,"I have had a good experience with allstate, but I normally don't make recommendations to friends."
283006,I have had a good experience with them
248732,I have had a great experience with them
187481,I have had a positive experience at Allstate and have not had any major problems. I am confident that my insurance plans cover all they need to.
296077,I have had a positive experience so far.
191985,I have had a very good experience with them
219163,"I have had AAA for over 25 years.  It was Metlife through AAA.  July 2016 I switched to AAA 's own insurance company because they saved me almost $900.00 on auto, home and umbrella insurance."
194746,"I have had auto and home insurance with AMICA for many years, and am very satisfied with their rates,  customer service, and claims handling"
219295,I have had excellent experience with them!
195042,"I have had excellent service anytime I've needed to contact them or make a claim.  I have not had as good of experience with other insurers, and agents seem to be useless when I need to update my policy.  Electric's call center is quick to respond and update."
216068,I have had good customer service with them and they offer the best rate for me
200594,i have had good experiences with the company and they have competitive rates
214175,I have had good experinces
200514,I have had no issue with Farmers. They are very understanding. And the insurance is affordable and worth it.
220917,I have had no issues with safeco. I would not suggest my agent because the suck big time.
243784,I have had no issues with this company so far. The representative who helped us in the beginning gave us her email so if we have any issues we have a direct contact. Love having that personal feel from such a large company. I only gave it a 8 because we have not been with the company long enough to say that they are the best.
215986,I have had no major issues. I find them affordable
217970,I have had no problems with AAA and they are reasonably priced.
198933,"I have had no problems with The Hartford, and they have a better rate than any other insurer that I got quotes from."
186146,I have had no problems with them
212106,I HAVE HAD NO PROBLEMS WITH THEM
199856,I have had no problems with them in all my years.
197234,I have had nothing but great experiences with them. Not to mention they are very cheap! I just love their customer service and the products that they have to offer.
246895,I have had nothing but pleasant experiences in dealing with AAA employees
191209,I have had nothing but positive experiences with American Family from claims to my agent.  I have also found the pricing is competitive.
194558,I have had only great service with them
201944,"I have had other insurance companies in the past and they were always more then I could afford, not only that but their rates went up at every single renewal.. I have been with 21st Century for years and they are the cheapest of any other insurance company around and in all the years I have been with them my rate has never gone up except for a couple of dollars."
286834,I have had them before and they are a very good insurance company.
285805,I have had them in the past and recall having a positive experience with them.
197495,i have had this insurance for many years and they have been good to me those 26 years
295004,I have had USAA mostly since 1975 and they have always been better than the others.
202029,"I have had Wawanesa as my auto insurer for a very long time, had one claim that was resolved quickly and no one can beat their prices."
259375,I have just changed to that company.
210735,I have just merged my auto insurance with my homeowners with metlife. it has only been a month. so far so good but i don;t know how likely i would be to recommend them yet
207774,I have just recently switched to Travelers so I do not have extensive knowledge of/with them yet.
219506,"I have Met Life until November.  Auto policy was  not renewed.  Shopped around and will be going with Geico as of November 15, 2016.  So Met is current insurer but Geico will take over next month."
241594,"I have ne ear had a problem with them, agents are understanding"
216504,I have never filed a claim.
202359,"I have never had a bad experience with them, nor have I heard of anyone having one with them."
189667,I have never had a problem with Allstate
190149,I have never had a problem with Progressive. If I get a lower quote somewhere else they will match it ( with proof) so you dont have to switch
193814,I have never had a problem with the company and they are easy to work with.
190073,I have never had a problem with them
219716,I have never had a problem with them in almost 20 years
202736,I have never had an issue with their service.
198066,I have never had any problem with them.
213946,I have never had any problems
188473,i have never had any problems with geico
186150,I have never had any trouble with State Farm.
191826,"I have never had one problem with them. I have 3 times the insurance I legally need, and they paid that amount to me when I was involved in a collision, not my fault. Her insurance paid $10,000, her legal limit, mine gave me $300,000."
267740,I have never had problem with them.  They have been the lowest price.
209904,"I have never had to file a claim with this insurance company before. I do not know how good their customer service, or claims adjusters are. I've been with the same insurance agent for over 10 years, which is why I'm now with Mercury."
207827,I have no problems and they have been the best price whenever I get quotes
186913,i have no problems with them
211282,i have no problems with them
275312,I have no real reason to recommend or not recommend--nothing positive or adverse has happened.
201091,I have no strong connection to my insurance company.
186919,I have no strong feelings one way or the other.
218048,I have not been a customer for very long so I do not have a lot of experience with the company.
198317,I have not been with Nationwide that long or submitted a claim
254116,I have not been with them long enough to have an opinion
205561,"I have not been with them long enough to know how their service for claims and questions is like.  I also don't have a feel of how often and pervasive their policies change.  I am giving an 8 rating on the basis of Consumer Reports high ratings by customers, which I am expecting, if/when I need to file a claim.  The primary negative is the high premium."
250531,i have not had a claim..so i cannot rate
229964,I have not had any issues with them but I still feel rates are too high.
277045,I have not had any major problems with them as a company.
188906,I have not had any significant problems with Liberty Mutual.
204162,I have not had problems with insurer or the cost of premiums
280067,I have not had to use ityet
193976,I have not have them long enough to give them the highest rating but so far I am satisfied.
218120,I have only been insured with National General for 11 months.
210130,I have only been with them a few months. It is hard for me to say whether or not they are great.
295138,I have only had their coverage for a few months so I can't effectively communicate about the overall performance at this point
203275,"I have only had them for a month, so I have no opinion."
246823,I HAVE ONLY HAD THEM FOR TWO MONTHS SO I REALLY CAN'T SAY HOW GOOD THEY ARE
191125,i have only recently obtain my donegal policy havd not had much interaction with the donegal
200505,I have researched this company and they are one of the best in the business.
244542,I have satisfied with my experiences with The Hartford.
250586,i have snapshot.. it's not going well
244909,I have to answer something to continue.  How dare you make me answer so many screening questions including some that were tricky and then have the unmitigated gall to tell me that this survey would take 25 more minutes to complete.  Bullshit is what that is and bullshit is what you're going to get!
199006,I have used them for yrs and never have any problems
248982,I have yet to have to file a claim so I do not know how smooth they would handle that process
215777,"I haven't been using Liberty Mutual long enough to have a great sense of their service, but they did offer me an identical product to other providers at a lower cost."
207457,I haven't been with them long enough to answer. so far they have been okay
227814,I haven't been with them long enough to garner a true opinion.
295127,I haven't been with them long enough to give any other answer.
275635,I haven't ever had to file a claim with them and I don't know how they would be.
190946,I haven't had a negative experience with them thus far.
278104,I haven't had any experience in dealing with a claim with them.
203599,I havent had any issues in the short time I have been with them. They seem to be easy to contact if I have questions. The rate I got for my combined auto and renters insurance was very affordable.
216200,I haven't had any issues with them and everything is pretty easy to use on the site.
224608,"I haven't had any issues with them yet, and the price isn't too high"
214795,"I haven't had any issues with them yet, but I really haven't had them long enough to judge."
201718,I haven't had any problems
189369,i havent had any problems and its not insanly expensive
186528,I haven't had any problems in 3 years
212674,I haven't had any problems with them and they are a good price in our new city.
189187,"I haven't had any problems with them, although I have never had to submit a claim to them."
247111,I haven't had any problems yet.
190345,I haven't had insurance with them long enough to form an opinion other than the price is lower
210311,I haven't had it very long.
256350,"I haven't had to make any claims yet, so I don't know how likely I'd be to recommend them."
188595,"I just barely switched.  I don't have an opinion of them, but my insurance broker spoke highly of them and the price was right."
195892,I just don't know how the insurance will be but the cost savings was too much to not try essurance!!
206559,I just got Nationwide as a unsure company. I dont know too much about this company yet
187828,I just recently acquired the insurance so i have not formed an opinion of them yet
276430,I just started my policy in August so I don't have much experience with the company
216033,I just started my policy with them & don't have any experience with them to speak of yet.
286223,I just started using them
